food_name,source,serving_size_g,calories,protein_g,carb_g,fat_g,notes,calcium_mg,iron_mg
李林蕉(2007年取樣),食藥署台灣食品成分資料庫,100,98.0,1.4,26.3,0.3,水果類；每100g；食藥署標示值,21,0.3
李林蕉(2012年取樣),食藥署台灣食品成分資料庫,100,105.4,1.5,29.2,0.1,水果類；每100g；食藥署標示值,17,0.4
南華蕉,食藥署台灣食品成分資料庫,100,119.4,1.1,33.2,0.1,水果類；每100g；食藥署標示值,7,0.2
紅皮蕉(2004年取樣),食藥署台灣食品成分資料庫,100,89.6,1.3,24.0,0.3,水果類；每100g；食藥署標示值,8,0
紅皮蕉(2012年取樣),食藥署台灣食品成分資料庫,100,93.4,1.3,25.5,0.2,水果類；每100g；食藥署標示值,10,0.4
蛋蕉(2023年取樣),食藥署台灣食品成分資料庫,100,85.7,1.1,23.3,0.0,水果類；每100g；食藥署標示值,3,0.3
酪梨(綠皮),食藥署台灣食品成分資料庫,100,59.5,1.6,7.9,3.7,水果類；每100g；食藥署標示值,6,0.3
酪梨(室溫存放0天),食藥署台灣食品成分資料庫,100,73.3,1.5,7.1,5.9,水果類；每100g；食藥署標示值,3,0
酪梨(室溫存放3天),食藥署台灣食品成分資料庫,100,79.8,1.4,6.3,6.8,水果類；每100g；食藥署標示值,3,0
酪梨(室溫存放6天),食藥署台灣食品成分資料庫,100,83.0,1.5,6.6,7.6,水果類；每100g；食藥署標示值,4,0
榴槤,食藥署台灣食品成分資料庫,100,126.6,2.7,29.7,1.9,水果類；每100g；食藥署標示值,23,0.3
開英種1號鳳梨,食藥署台灣食品成分資料庫,100,54.6,0.6,14.5,0.2,水果類；每100g；食藥署標示值,4,0.3
鳳梨平均值(雜交種),食藥署台灣食品成分資料庫,100,51.0,0.7,13.6,0.1,水果類；每100g；食藥署標示值,10,0.3
甘蔗鳳梨,食藥署台灣食品成分資料庫,100,55.1,0.7,15.1,0.1,水果類；每100g；食藥署標示值,9,0.4
甜蜜蜜鳳梨,食藥署台灣食品成分資料庫,100,40.8,1.0,10.6,0.1,水果類；每100g；食藥署標示值,17,0.4
金鑽鳳梨,食藥署台灣食品成分資料庫,100,48.7,0.5,13.2,0.1,水果類；每100g；食藥署標示值,5,0.1
牛奶鳳梨,食藥署台灣食品成分資料庫,100,59.3,0.8,15.4,0.3,水果類；每100g；食藥署標示值,11,0.4
釋迦,食藥署台灣食品成分資料庫,100,99.9,2.2,26.6,0.1,水果類；每100g；食藥署標示值,18,0.3
鳳梨釋迦,食藥署台灣食品成分資料庫,100,99.4,1.5,26.0,0.4,水果類；每100g；食藥署標示值,15,0.5
桑葚,食藥署台灣食品成分資料庫,100,30.0,1.1,7.0,0.4,水果類；每100g；食藥署標示值,41,0.4
桑葚汁,食藥署台灣食品成分資料庫,100,24.5,0.8,5.9,0.2,水果類；每100g；食藥署標示值,27,0
草莓,食藥署台灣食品成分資料庫,100,35.9,1.0,9.3,0.2,水果類；每100g；食藥署標示值,16,0.3
土芭樂,食藥署台灣食品成分資料庫,100,31.2,0.7,10.0,0.1,水果類；每100g；食藥署標示值,4,0.1
芭樂平均值(白肉),食藥署台灣食品成分資料庫,100,34.4,0.7,10.2,0.1,水果類；每100g；食藥署標示值,8,0.1
番石榴(珍珠拔)(有機),食藥署台灣食品成分資料庫,100,33.8,0.6,10.4,0.1,水果類；每100g；食藥署標示值,4,0.1
世紀芭樂,食藥署台灣食品成分資料庫,100,34.2,0.7,10.3,0.1,水果類；每100g；食藥署標示值,15,0.2
珍珠芭樂,食藥署台灣食品成分資料庫,100,36.1,0.7,10.6,0.2,水果類；每100g；食藥署標示值,7,0.1
泰國芭樂,食藥署台灣食品成分資料庫,100,33.6,0.8,9.7,0.1,水果類；每100g；食藥署標示值,4,0.1
無子芭樂,食藥署台灣食品成分資料庫,100,28.7,0.7,8.6,0.0,水果類；每100g；食藥署標示值,4,0
紅心芭樂,食藥署台灣食品成分資料庫,100,35.7,0.8,10.7,0.1,水果類；每100g；食藥署標示值,5,0.2
楊桃平均值,食藥署台灣食品成分資料庫,100,30.0,0.5,8.2,0.1,水果類；每100g；食藥署標示值,2,0.2
楊桃(2月取樣),食藥署台灣食品成分資料庫,100,27.0,0.4,7.6,0.1,水果類；每100g；食藥署標示值,2,0.2
楊桃(4月取樣),食藥署台灣食品成分資料庫,100,29.7,0.7,8.1,0.1,水果類；每100g；食藥署標示值,3,0.1
楊桃(5月取樣),食藥署台灣食品成分資料庫,100,32.9,0.6,8.7,0.1,水果類；每100g；食藥署標示值,2,0
楊桃(9月取樣),食藥署台灣食品成分資料庫,100,31.2,0.5,8.8,0.0,水果類；每100g；食藥署標示值,1,0.2
楊桃(11月取樣),食藥署台灣食品成分資料庫,100,29.2,0.4,8.0,0.0,水果類；每100g；食藥署標示值,1,0.3
美國紅葡萄,食藥署台灣食品成分資料庫,100,67.8,0.4,17.7,0.4,水果類；每100g；食藥署標示值,5,0.2
巨峰葡萄,食藥署台灣食品成分資料庫,100,63.2,0.5,16.6,0.3,水果類；每100g；食藥署標示值,5,0.1
綠葡萄平均值,食藥署台灣食品成分資料庫,100,57.3,0.5,15.3,0.2,水果類；每100g；食藥署標示值,3,0.2
美國綠葡萄,食藥署台灣食品成分資料庫,100,63.3,0.5,16.8,0.2,水果類；每100g；食藥署標示值,4,0.3
意大利葡萄,食藥署台灣食品成分資料庫,100,51.3,0.5,13.7,0.1,水果類；每100g；食藥署標示值,2,0.2
美國紅葡萄(含皮),食藥署台灣食品成分資料庫,100,60.0,0.4,16.3,0.1,水果類；每100g；食藥署標示值,7,0.7
美國紫葡萄(含皮),食藥署台灣食品成分資料庫,100,79.2,0.4,21.9,0.0,水果類；每100g；食藥署標示值,7,0.8
美國黑葡萄(含皮),食藥署台灣食品成分資料庫,100,61.4,0.6,16.4,0.2,水果類；每100g；食藥署標示值,9,0.6
美國綠葡萄(含皮),食藥署台灣食品成分資料庫,100,85.6,0.6,22.7,0.4,水果類；每100g；食藥署標示值,10,0.3
無子紅葡萄(含皮),食藥署台灣食品成分資料庫,100,70.7,0.5,19.2,0.1,水果類；每100g；食藥署標示值,12,0.3
黑美人葡萄(含皮),食藥署台灣食品成分資料庫,100,64.7,0.5,17.4,0.1,水果類；每100g；食藥署標示值,8,0
金香葡萄(含皮),食藥署台灣食品成分資料庫,100,59.3,0.6,16.0,0.1,水果類；每100g；食藥署標示值,7,0.4
葡萄乾,食藥署台灣食品成分資料庫,100,296.6,3.2,78.7,1.5,水果類；每100g；食藥署標示值,55,1.5
蓮霧平均值(粉紅色種),食藥署台灣食品成分資料庫,100,38.1,0.4,10.0,0.3,水果類；每100g；食藥署標示值,3,0.1
蓮霧(紅寶石),食藥署台灣食品成分資料庫,100,31.8,0.3,8.1,0.3,水果類；每100g；食藥署標示值,2,0.1
蓮霧(黑金剛),食藥署台灣食品成分資料庫,100,32.4,0.5,8.8,0.1,水果類；每100g；食藥署標示值,4,0
蓮霧(黑珍珠),食藥署台灣食品成分資料庫,100,50.2,0.3,13.0,0.4,水果類；每100g；食藥署標示值,2,0
華寶大西瓜(花蓮),食藥署台灣食品成分資料庫,100,32.0,0.7,8.4,0.1,水果類；每100g；食藥署標示值,17,0.3
西瓜平均值(紅肉小瓜),食藥署台灣食品成分資料庫,100,32.0,0.8,8.0,0.1,水果類；每100g；食藥署標示值,7,0.2
皇宮西瓜,食藥署台灣食品成分資料庫,100,32.0,0.7,8.1,0.1,水果類；每100g；食藥署標示值,7,0.2
紅鈴西瓜,食藥署台灣食品成分資料庫,100,33.5,0.8,8.5,0.1,水果類；每100g；食藥署標示值,6,0.2
黑美人西瓜,食藥署台灣食品成分資料庫,100,36.0,0.9,9.1,0.1,水果類；每100g；食藥署標示值,11,0.2
鳳光西瓜,食藥署台灣食品成分資料庫,100,26.7,0.7,6.5,0.2,水果類；每100g；食藥署標示值,4,0.2
無籽西瓜,食藥署台灣食品成分資料庫,100,31.9,0.9,8.2,0.0,水果類；每100g；食藥署標示值,15,0.3
西瓜平均值(黃肉小瓜),食藥署台灣食品成分資料庫,100,28.6,0.7,7.3,0.0,水果類；每100g；食藥署標示值,9,0.2
小玉西瓜,食藥署台灣食品成分資料庫,100,33.9,0.8,8.7,0.1,水果類；每100g；食藥署標示值,5,0.3
金蘭西瓜,食藥署台灣食品成分資料庫,100,23.3,0.6,6.0,0.0,水果類；每100g；食藥署標示值,14,0.2
嘉寶瓜,食藥署台灣食品成分資料庫,100,39.6,0.8,10.0,0.2,水果類；每100g；食藥署標示值,3,0.5
甜瓜平均值(光皮洋香瓜),食藥署台灣食品成分資料庫,100,28.7,0.9,7.2,0.1,水果類；每100g；食藥署標示值,9,0.3
太陽洋香瓜,食藥署台灣食品成分資料庫,100,32.2,1.2,7.8,0.0,水果類；每100g；食藥署標示值,3,0.4
狀元瓜,食藥署台灣食品成分資料庫,100,26.1,0.7,6.6,0.1,水果類；每100g；食藥署標示值,13,0.2
蜜世界洋香瓜,食藥署台灣食品成分資料庫,100,27.6,0.7,7.1,0.1,水果類；每100g；食藥署標示值,10,0.4
甜瓜平均值(東洋系脆瓜),食藥署台灣食品成分資料庫,100,35.8,1.0,8.9,0.2,水果類；每100g；食藥署標示值,8,0.3
美濃瓜,食藥署台灣食品成分資料庫,100,36.1,1.1,8.8,0.2,水果類；每100g；食藥署標示值,10,0.3
黃香瓜,食藥署台灣食品成分資料庫,100,29.5,0.6,7.5,0.2,水果類；每100g；食藥署標示值,7,0.2
嘉玉甜瓜,食藥署台灣食品成分資料庫,100,41.9,1.3,10.4,0.1,水果類；每100g；食藥署標示值,6,0.3
洋香瓜(新世紀),食藥署台灣食品成分資料庫,100,38.1,0.7,10.1,0.0,水果類；每100g；食藥署標示值,10,0.2
新疆哈密瓜,食藥署台灣食品成分資料庫,100,26.7,0.7,6.9,0.1,水果類；每100g；食藥署標示值,15,0.3
洋香瓜(卡蜜拉),食藥署台灣食品成分資料庫,100,36.6,0.6,9.5,0.2,水果類；每100g；食藥署標示值,9,0.2
甜瓜平均值(網紋洋香瓜),食藥署台灣食品成分資料庫,100,36.0,0.9,9.3,0.0,水果類；每100g；食藥署標示值,8,0.5
七股香洋香瓜,食藥署台灣食品成分資料庫,100,39.3,0.6,10.5,0.1,水果類；每100g；食藥署標示值,5,0.7
天香洋香瓜,食藥署台灣食品成分資料庫,100,43.6,0.8,11.6,0.0,水果類；每100g；食藥署標示值,8,0.4
秋香洋香瓜,食藥署台灣食品成分資料庫,100,33.3,1.0,8.4,0.0,水果類；每100g；食藥署標示值,10,0.3
紅寶石洋香瓜,食藥署台灣食品成分資料庫,100,37.8,1.2,9.6,0.0,水果類；每100g；食藥署標示值,11,0.5
香華洋香瓜,食藥署台灣食品成分資料庫,100,29.8,0.7,7.7,0.0,水果類；每100g；食藥署標示值,5,0.6
藍寶石洋香瓜,食藥署台灣食品成分資料庫,100,32.0,1.1,8.2,0.0,水果類；每100g；食藥署標示值,12,0.5
土芒果,食藥署台灣食品成分資料庫,100,52.7,0.6,13.8,0.3,水果類；每100g；食藥署標示值,8,0.4
芒果平均值(西洋種),食藥署台灣食品成分資料庫,100,48.4,0.6,13.0,0.2,水果類；每100g；食藥署標示值,8,0.3
肯特芒果,食藥署台灣食品成分資料庫,100,47.5,0.5,12.7,0.2,水果類；每100g；食藥署標示值,6,0.2
海頓芒果,食藥署台灣食品成分資料庫,100,57.2,0.4,15.7,0.2,水果類；每100g；食藥署標示值,6,0.2
凱特芒果,食藥署台灣食品成分資料庫,100,48.5,1.1,12.5,0.2,水果類；每100g；食藥署標示值,9,1
愛文芒果,食藥署台灣食品成分資料庫,100,40.9,0.4,11.0,0.2,水果類；每100g；食藥署標示值,6,0.1
聖心芒果,食藥署台灣食品成分資料庫,100,48.0,0.5,12.9,0.2,水果類；每100g；食藥署標示值,12,0
黑香芒果,食藥署台灣食品成分資料庫,100,63.9,0.8,16.9,0.3,水果類；每100g；食藥署標示值,12,0.3
芒果平均值(新興種),食藥署台灣食品成分資料庫,100,54.1,0.6,14.4,0.2,水果類；每100g；食藥署標示值,10,0.2
四季芒果,食藥署台灣食品成分資料庫,100,57.2,0.6,15.6,0.2,水果類；每100g；食藥署標示值,8,0.2
玉文芒果,食藥署台灣食品成分資料庫,100,60.7,0.5,16.1,0.3,水果類；每100g；食藥署標示值,8,0.6
金煌芒果,食藥署台灣食品成分資料庫,100,49.4,0.8,13.0,0.2,水果類；每100g；食藥署標示值,6,0.1
金蜜芒果,食藥署台灣食品成分資料庫,100,62.0,0.6,16.3,0.4,水果類；每100g；食藥署標示值,20,0.3
金興芒果,食藥署台灣食品成分資料庫,100,40.0,0.6,10.6,0.1,水果類；每100g；食藥署標示值,7,0
香水芒果,食藥署台灣食品成分資料庫,100,63.0,0.6,17.1,0.2,水果類；每100g；食藥署標示值,10,0.1
蓮花芒果,食藥署台灣食品成分資料庫,100,46.0,0.4,12.2,0.2,水果類；每100g；食藥署標示值,9,0
芒果乾,食藥署台灣食品成分資料庫,100,328.4,0.6,90.0,1.0,水果類；每100g；食藥署標示值,58,2
荔枝平均值,食藥署台灣食品成分資料庫,100,63.6,1.0,16.5,0.2,水果類；每100g；食藥署標示值,4,0.1
玉荷苞荔枝,食藥署台灣食品成分資料庫,100,67.1,1.2,17.3,0.2,水果類；每100g；食藥署標示值,2,0.1
黑葉仔荔枝,食藥署台灣食品成分資料庫,100,60.2,0.9,15.8,0.2,水果類；每100g；食藥署標示值,6,0.2
冷凍荔枝,食藥署台灣食品成分資料庫,100,27.1,0.4,7.2,0.1,水果類；每100g；食藥署標示值,4,0.2
龍眼,食藥署台灣食品成分資料庫,100,69.0,1.1,18.0,0.4,水果類；每100g；食藥署標示值,5,0.4
龍眼乾,食藥署台灣食品成分資料庫,100,271.5,5.1,70.9,0.5,水果類；每100g；食藥署標示值,49,1.3
帶殼龍眼乾,食藥署台灣食品成分資料庫,100,273.6,4.6,72.9,0.1,水果類；每100g；食藥署標示值,30,0.9
李子平均值(青皮黃肉),食藥署台灣食品成分資料庫,100,45.1,0.7,11.7,0.4,水果類；每100g；食藥署標示值,4,0.2
加州青李,食藥署台灣食品成分資料庫,100,44.4,0.6,12.0,0.2,水果類；每100g；食藥署標示值,4,0
翡翠李,食藥署台灣食品成分資料庫,100,45.9,0.7,11.4,0.5,水果類；每100g；食藥署標示值,4,0.4
李子平均值(紅皮紅肉),食藥署台灣食品成分資料庫,100,36.8,0.6,9.6,0.3,水果類；每100g；食藥署標示值,5,0.5
紅肉李(大),食藥署台灣食品成分資料庫,100,38.2,0.5,10.0,0.3,水果類；每100g；食藥署標示值,5,0.2
紅肉李(小),食藥署台灣食品成分資料庫,100,35.4,0.7,9.2,0.3,水果類；每100g；食藥署標示值,5,0.9
李子平均值(紅皮黃肉),食藥署台灣食品成分資料庫,100,45.3,0.7,11.9,0.3,水果類；每100g；食藥署標示值,6,0.2
加州紅李(台灣),食藥署台灣食品成分資料庫,100,42.0,0.3,10.6,0.6,水果類；每100g；食藥署標示值,6,0.3
加州紅李(進口),食藥署台灣食品成分資料庫,100,57.6,0.8,15.3,0.3,水果類；每100g；食藥署標示值,5,0.1
加州蜜李(進口),食藥署台灣食品成分資料庫,100,62.9,1.3,17.1,0.1,水果類；每100g；食藥署標示值,8,0
香水李,食藥署台灣食品成分資料庫,100,35.2,0.7,8.8,0.3,水果類；每100g；食藥署標示值,4,0.7
桃接李(大),食藥署台灣食品成分資料庫,100,35.7,0.6,9.2,0.3,水果類；每100g；食藥署標示值,5,0.2
桃接李(小),食藥署台灣食品成分資料庫,100,32.7,0.7,8.6,0.3,水果類；每100g；食藥署標示值,7,0.1
蜜棗李(進口),食藥署台灣食品成分資料庫,100,50.7,0.6,13.6,0.2,水果類；每100g；食藥署標示值,6,0.2
黃肉李,食藥署台灣食品成分資料庫,100,34.0,0.4,8.9,0.2,水果類；每100g；食藥署標示值,4,0.7
黑李,食藥署台灣食品成分資料庫,100,54.6,0.7,14.7,0.2,水果類；每100g；食藥署標示值,5,0.1
枇杷,食藥署台灣食品成分資料庫,100,36.5,0.3,9.8,0.2,水果類；每100g；食藥署標示值,12,0.2
筆柿,食藥署台灣食品成分資料庫,100,62.8,0.6,18.3,0.1,水果類；每100g；食藥署標示值,7,0.3
甜柿平均值,食藥署台灣食品成分資料庫,100,55.2,0.5,15.2,0.1,水果類；每100g；食藥署標示值,8,0.4
富有甜柿(大雪山),食藥署台灣食品成分資料庫,100,55.0,0.4,15.1,0.1,水果類；每100g；食藥署標示值,8,0.2
甜柿(進口),食藥署台灣食品成分資料庫,100,55.3,0.6,15.3,0.1,水果類；每100g；食藥署標示值,7,0.7
國產甜柿,食藥署台灣食品成分資料庫,100,45.7,0.4,12.7,0.1,水果類；每100g；食藥署標示值,4,0
牛心柿,食藥署台灣食品成分資料庫,100,55.9,0.5,16.5,0.2,水果類；每100g；食藥署標示值,9,0.2
四周柿,食藥署台灣食品成分資料庫,100,58.7,0.5,17.6,0.1,水果類；每100g；食藥署標示值,10,0.3
柿餅,食藥署台灣食品成分資料庫,100,175.5,1.7,52.2,0.2,水果類；每100g；食藥署標示值,23,0.8
水蜜桃平均值,食藥署台灣食品成分資料庫,100,36.8,0.9,9.7,0.2,水果類；每100g；食藥署標示值,5,0.2
水蜜桃,食藥署台灣食品成分資料庫,100,37.6,0.9,9.9,0.1,水果類；每100g；食藥署標示值,5,0.2
甜蜜桃,食藥署台灣食品成分資料庫,100,36.0,0.9,9.6,0.2,水果類；每100g；食藥署標示值,5,0.3
脆桃平均值,食藥署台灣食品成分資料庫,100,40.3,0.9,11.1,0.1,水果類；每100g；食藥署標示值,7,0.4
白油桃,食藥署台灣食品成分資料庫,100,32.6,0.6,9.3,0.1,水果類；每100g；食藥署標示值,5,0.3
玫瑰桃,食藥署台灣食品成分資料庫,100,48.2,1.2,12.8,0.1,水果類；每100g；食藥署標示值,7,0.2
福壽桃,食藥署台灣食品成分資料庫,100,42.3,0.9,11.9,0.2,水果類；每100g；食藥署標示值,9,0.3
鶯哥桃,食藥署台灣食品成分資料庫,100,38.0,1.0,10.5,0.2,水果類；每100g；食藥署標示值,6,0.6
蟠桃,食藥署台灣食品成分資料庫,100,42.6,0.9,11.3,0.2,水果類；每100g；食藥署標示值,13,0.3
青梅(胭脂梅),食藥署台灣食品成分資料庫,100,31.5,0.5,8.8,0.1,水果類；每100g；食藥署標示值,8,0.2
西洋梨平均值,食藥署台灣食品成分資料庫,100,49.4,0.3,14.1,0.2,水果類；每100g；食藥署標示值,9,0.2
西洋梨(青皮),食藥署台灣食品成分資料庫,100,57.7,0.3,16.5,0.2,水果類；每100g；食藥署標示值,8,0.1
西洋梨(紅皮),食藥署台灣食品成分資料庫,100,49.9,0.3,13.9,0.2,水果類；每100g；食藥署標示值,8,0.1
西洋梨(黃皮),食藥署台灣食品成分資料庫,100,40.6,0.2,11.8,0.1,水果類；每100g；食藥署標示值,11,0.3
幸水梨,食藥署台灣食品成分資料庫,100,32.3,0.4,9.0,0.0,水果類；每100g；食藥署標示值,5,0
大雪梨,食藥署台灣食品成分資料庫,100,40.1,0.3,11.1,0.1,水果類；每100g；食藥署標示值,3,0.2
新世紀梨,食藥署台灣食品成分資料庫,100,38.7,0.4,10.7,0.2,水果類；每100g；食藥署標示值,3,0.1
新興梨,食藥署台灣食品成分資料庫,100,41.8,0.2,11.9,0.1,水果類；每100g；食藥署標示值,2,0
橫山梨,食藥署台灣食品成分資料庫,100,43.6,0.4,12.4,0.1,水果類；每100g；食藥署標示值,2,0.1
豐水梨,食藥署台灣食品成分資料庫,100,34.6,0.5,9.4,0.1,水果類；每100g；食藥署標示值,2,0.1
將軍蜜梨,食藥署台灣食品成分資料庫,100,48.3,0.4,13.3,0.1,水果類；每100g；食藥署標示值,12,0.7
梨山蜜梨,食藥署台灣食品成分資料庫,100,44.5,0.3,12.7,0.0,水果類；每100g；食藥署標示值,1,0
蜜棗平均值(大),食藥署台灣食品成分資料庫,100,40.6,1.1,10.7,0.1,水果類；每100g；食藥署標示值,7,0.3
